region,x,y,LnP,LnPXLnP,MinT,MinTXMinT,MinTXLnP
1,-111.0778514,31.8843306,0.134880498,0.004315623,10.26000023,135.1765803,-0.763787348
1,-110.9010628,31.8843306,0.128217295,0.005235478,10.47000027,140.1038307,-0.856452279
1,-110.7242742,31.8843306,0.600099444,0.159620663,7.809999943,84.20899788,3.666264594
1,-110.5474855,31.8843306,0.283975184,0.006955775,8.699999809,101.3353472,0.839562887
1,-110.3706969,31.8843306,0.286306083,0.007350008,8.359999657,94.60569299,0.833878035
1,-110.1939083,31.8843306,0.066723645,0.01791589,8.329999924,94.02300542,-1.297885136
1,-110.0171197,31.8843306,0.302767724,0.010443578,7.75,83.11141339,0.931654737
1,-109.840331,31.8843306,0.266969085,0.004408321,7.400000095,76.85233277,0.582056483
1,-109.6635424,31.8843306,0.123278975,0.005974505,7.440000057,77.5552558,-0.680701296
1,-109.4867538,31.8843306,0.329950988,0.016738432,6.920000076,68.66684807,1.072089245
1,-109.3099652,31.8843306,1.003751993,0.645095054,2.309999943,13.51699105,2.952921277
1,-109.1331766,31.8843306,0.582047999,0.14552249,4.46999979,34.06526831,2.226491114
1,-108.9563879,31.8843306,0.26474601,0.00411806,6.389999866,60.16400584,0.497753949
1,-108.7795993,31.8843306,0.07139001,0.016688477,6.210000038,57.40405188,-0.978767681
1,-108.6028107,31.8843306,0.025667733,0.030592166,6.21999979,57.55567904,-1.326933648
1,-108.4260221,31.8843306,-0.000300033,0.040350336,5.730000019,50.36096728,-1.425511113
1,-108.2492335,31.8843306,-0.04604394,0.060820357,5.610000134,48.6721978,-1.720540749
1,-108.0724448,31.8843306,-0.031903543,0.05404576,5.300000191,44.44283988,-1.54982162
1,-107.8956562,31.8843306,-0.128288031,0.108150167,6.090000153,55.6000825,-2.452174185
1,-107.7188676,31.8843306,-0.116421439,0.100486043,5.989999771,54.11876763,-2.331990739
1,-107.542079,31.8843306,-0.229664817,0.185105351,6.730000019,65.55405959,-3.483447608
1,-107.3652904,31.8843306,-0.190918371,0.153266196,6.710000038,65.23059805,-3.161905379
1,-107.1885017,31.8843306,-0.12579,0.106513393,6.690000057,64.90793651,-2.629365811
1,-107.0117131,31.8843306,-0.220771343,0.177531811,6.739999771,65.71608649,-3.415654525
1,-106.8349245,31.8843306,-0.234583691,0.189362126,6.389999866,60.16400584,-3.375319846
1,-106.6581359,31.8843306,-0.217410028,0.174710562,6.889999866,68.17055184,-3.451103503
1,-113.3761035,32.06111922,-0.469363809,0.448816529,12.64999962,196.4635548,-9.390212501
1,-113.1993148,32.06111922,-0.183682472,0.147652957,12.69999981,197.8677147,-5.405159861
1,-113.0225262,32.06111922,-0.198207021,0.15902622,12.40999985,189.7932191,-5.493823649
1,-112.8457376,32.06111922,-0.073754199,0.075255904,12.35999966,188.4180593,-3.765577169
1,-112.668949,32.06111922,0.149540111,0.002604447,11.65999985,169.6909002,-0.664793954
1,-112.4921604,32.06111922,-0.123637609,0.105113101,11.28999996,160.188159,-4.103397872
1,-112.3153717,32.06111922,-0.135247171,0.11277579,11.31000042,160.6948325,-4.257051401
1,-112.1385831,32.06111922,-0.066353478,0.071250223,10.40999985,138.6870352,-3.143482499
1,-111.9617945,32.06111922,0.082961537,0.013832667,11.39999962,162.9846904,-1.501503575
1,-111.7850059,32.06111922,0.263056308,0.003904052,10.78999996,147.7816129,0.75957031
1,-111.6082173,32.06111922,-0.013389256,0.045780231,10.89000034,150.2229315,-2.622449327
1,-111.4314286,32.06111922,-0.079043187,0.078185714,10.59000015,142.9589991,-3.343254609
1,-111.25464,32.06111922,0.031498637,0.028586444,11.02999973,153.6743494,-2.095949215
1,-111.0778514,32.06111922,0.034208205,0.027677544,10.88000011,149.977895,-2.037405146
1,-110.9010628,32.06111922,0.141239092,0.003520619,11.10000038,155.414782,-0.739700109
1,-110.7242742,32.06111922,0.306086659,0.011132943,10.27999973,135.6420306,1.228859227
1,-110.5474855,32.06111922,0.39991641,0.039737438,9.029999733,108.0881659,2.072473584
1,-110.3706969,32.06111922,0.105890356,0.008964973,9.130000114,110.1774831,-0.993850167
1,-110.1939083,32.06111922,0.152721092,0.002289891,8.590000153,99.13281393,-0.476448667
1,-110.0171197,32.06111922,0.611231804,0.168639917,7.570000172,79.86185985,3.6698634
1,-109.840331,32.06111922,0.097943082,0.010533084,7.320000172,75.4560867,-0.891507323
1,-109.6635424,32.06111922,0.158114225,0.001802824,7.269999981,74.58992877,-0.366704918
1,-109.4867538,32.06111922,0.290951759,0.008168158,7.110000134,71.8518366,0.766092126
1,-109.3099652,32.06111922,0.787911773,0.34496578,3.099999905,19.9500335,2.623371661
1,-109.1331766,32.06111922,0.090663016,0.012080402,6.860000134,67.67606347,-0.904186949
1,-108.9563879,32.06111922,0.107867368,0.008594501,6.550000191,62.67170569,-0.733915535
1,-108.7795993,32.06111922,0.09221445,0.01174177,5.880000114,52.51243251,-0.785231742
1,-108.6028107,32.06111922,0.052212879,0.022010992,6.019999981,54.56106349,-1.0958755
1,-108.4260221,32.06111922,-0.019692602,0.04851733,5.909999847,52.9481214,-1.602779305
1,-108.2492335,32.06111922,-0.032213304,0.054189881,5.559999943,47.97704054,-1.612411275
1,-108.0724448,32.06111922,-0.043116305,0.059384915,5.789999962,51.216152,-1.743980164
1,-107.8956562,32.06111922,-0.054245003,0.064932672,6.010000229,54.41343622,-1.879683426
1,-107.7188676,32.06111922,-0.104916163,0.093324177,6.050000191,55.00515937,-2.26568118
1,-107.542079,32.06111922,-0.089159124,0.083945223,6.210000038,57.40405188,-2.195175608
1,-107.3652904,32.06111922,-0.101589896,0.091302958,6.239999771,57.85954059,-2.29842276
1,-107.1885017,32.06111922,-0.090581417,0.084771417,6.880000114,68.00552501,-2.401025763
1,-107.0117131,32.06111922,-0.243601337,0.197291639,6.239999771,57.85954059,-3.378639307
1,-106.8349245,32.06111922,-0.306796908,0.257425134,6.320000172,59.08299409,-3.899929189
1,-106.6581359,32.06111922,-0.361543864,0.315976377,6.789999962,66.52924419,-4.584939428
1,-106.4813473,32.06111922,-0.33897537,0.291113411,6.579999924,63.14759423,-4.287553099
1,-106.3045586,32.06111922,-0.390379459,0.349225869,6.539999962,62.51347115,-4.672399946
1,-106.12777,32.06111922,-0.315258861,0.266083434,6.409999847,60.47466738,-4.011397157
1,-105.9509814,32.06111922,-0.119234063,0.102277131,5.679999828,49.65380998,-2.253541487
1,-105.7741928,32.06111922,-0.113952927,0.098927123,5.449999809,46.46529858,-2.143986548
1,-105.5974041,32.06111922,-0.116421439,0.100486043,5.480000019,46.87519421,-2.170323196
1,-105.4206155,32.06111922,-0.29786703,0.248443358,5.730000019,50.36096728,-3.537209042
1,-105.2438269,32.06111922,-0.313478559,0.264249928,6.010000229,54.41343622,-3.791931776
1,-105.0670383,32.06111922,-0.291823953,0.242455643,6.119999886,56.04837128,-3.686359166
1,-104.8902497,32.06111922,0.045164578,0.024152057,5.050000191,41.17206672,-0.997191097
1,-104.713461,32.06111922,0.27763173,0.00593791,4.71999979,37.04604127,0.469016038
1,-104.5366724,32.06111922,-0.28501901,0.235800472,6.03000021,54.7088978,-3.591710442
1,-104.3598838,32.06111922,-0.287682086,0.238393905,6.309999943,58.92935965,-3.748119552
1,-104.1830952,32.06111922,-0.269580305,0.221044973,6.550000191,62.67170569,-3.721997516
1,-104.0063066,32.06111922,-0.257735014,0.210047058,7.150000095,72.53155965,-3.903209027
1,-103.8295179,32.06111922,-0.232058153,0.18717049,6.889999866,68.17055184,-3.572046418
1,-103.6527293,32.06111922,-0.225396097,0.181450436,6.820000172,67.01954039,-3.487223078
1,-103.4759407,32.06111922,-0.202850848,0.162751525,6.46999979,61.411452,-3.161456544
1,-103.2991521,32.06111922,-0.184523955,0.148300356,6.929999828,68.83267488,-3.194982028
1,-103.1223635,32.06111922,-0.167472333,0.135458027,6.889999866,68.17055184,-3.038790625
1,-113.9064693,32.23790785,-0.661067247,0.742425462,12.38000011,188.9675337,-11.84458984
1,-113.7296807,32.23790785,-0.534264863,0.539988003,12.10999966,181.6172864,-9.903088191
1,-113.5528921,32.23790785,-0.47048372,0.450318326,12.28999996,186.5012512,-9.164329283
1,-113.3761035,32.23790785,-0.487760335,0.473804015,12.5,192.2811017,-9.544818385
1,-113.1993148,32.23790785,-0.442232788,0.413200434,12.48999977,192.0038644,-8.907080332
1,-113.0225262,32.23790785,0.000699752,0.039949674,11.38000011,162.4744412,-2.547705032
1,-112.8457376,32.23790785,-0.197963238,0.158831848,12.13000011,182.1567606,-5.37887487
1,-112.668949,32.23790785,-0.084904499,0.081497915,11.64999962,169.4304633,-3.715942607
1,-112.4921604,32.23790785,-0.150357872,0.123153107,10.88000011,149.977895,-4.297702142
1,-112.3153717,32.23790785,-0.164167345,0.133036173,11.07999992,154.9165087,-4.539768662
1,-112.1385831,32.23790785,-0.159934029,0.129965965,10.93999958,151.4510674,-4.436607271
1,-111.9617945,32.23790785,-0.166408867,0.134676349,11.21000004,158.1695136,-4.615375671
1,-111.7850059,32.23790785,-0.088066481,0.083313268,11.03999996,153.922386,-3.581030155
1,-111.6082173,32.23790785,0.054772209,0.021258132,11.35000038,161.7105552,-1.854093942
1,-111.4314286,32.23790785,0.020488663,0.032430692,11.67000008,169.9515371,-2.347689479
1,-111.25464,32.23790785,0.072878622,0.016306083,11.60999966,168.3907406,-1.657043589
1,-111.0778514,32.23790785,0.184153229,0.000269638,11.46000004,164.5202867,-0.210620456
1,-110.9010628,32.23790785,0.175296903,0.000638926,11.52000046,166.063083,-0.325733165
1,-110.7242742,32.23790785,0.261748672,0.003742353,11.21000004,158.1695136,0.769367377
1,-110.5474855,32.23790785,0.833300352,0.400342767,6.480000019,61.56828651,4.964717331
1,-110.3706969,32.23790785,0.389877528,0.035835865,8.81000042,103.5620997,1.926457213
1,-110.1939083,32.23790785,0.396491647,0.038383765,8.170000076,90.9457136,1.868378674
1,-110.0171197,32.23790785,0.54127717,0.11607872,7.619999886,80.75800934,3.061745643
1,-109.840331,32.23790785,0.221381992,0.000432977,7.190000057,73.2144827,0.178045427
1,-109.6635424,32.23790785,0.458879471,0.066721769,5.880000114,52.51243251,1.871823287
1,-109.4867538,32.23790785,0.219938412,0.000374984,7.380000114,76.50207125,0.169372629
1,-109.3099652,32.23790785,0.084065348,0.013574242,7.099999905,71.6824018,-0.986424995
1,-109.1331766,32.23790785,0.020880483,0.032289723,7.019999981,70.33415572,-1.507007102
1,-108.9563879,32.23790785,0.070551634,0.016905789,6.389999866,60.16400584,-1.008523665
1,-108.7795993,32.23790785,0.134006247,0.004431252,5.889999866,52.65745984,-0.483051215
1,-108.6028107,32.23790785,0.1212437,0.00629328,5.889999866,52.65745984,-0.575663221
1,-108.4260221,32.23790785,0.094491698,0.011253433,5.570000172,48.11567463,-0.735844086
1,-108.2492335,32.23790785,-0.029222831,0.052806536,5.46999979,46.73836016,-1.571015885
1,-108.0724448,32.23790785,-0.08752057,0.082998422,5.630000114,48.95165939,-2.015666259
1,-107.8956562,32.23790785,0.015282633,0.034332853,5.659999847,49.37234841,-1.301957588
1,-107.7188676,32.23790785,-0.061449952,0.068656498,5.75,50.64522886,-1.864704812
1,-107.542079,32.23790785,-0.055618461,0.065634524,5.989999771,54.11876763,-1.884690843
1,-107.3652904,32.23790785,-0.048035476,0.061806621,5.909999847,52.9481214,-1.809017536
1,-107.1885017,32.23790785,-0.072463147,0.074549228,5.980000019,53.97174036,-2.005879247
1,-107.0117131,32.23790785,-0.10858795,0.095581048,6.349999905,59.54508275,-2.385661629
1,-106.8349245,32.23790785,-0.131020248,0.109954677,6.539999962,62.51347115,-2.621764392
1,-106.6581359,32.23790785,-0.17912668,0.144172528,6.489999771,61.72531354,-2.983135012
1,-106.4813473,32.23790785,-0.092334606,0.085795391,6.800000191,66.69247885,-2.392050856
1,-106.3045586,32.23790785,-0.265138119,0.216887682,6.5,61.88254806,-3.663545062
1,-106.12777,32.23790785,-0.233320132,0.188264028,6.190000057,57.10139032,-3.278740271
1,-105.9509814,32.23790785,-0.083599068,0.080754274,6.039999962,54.85692505,-2.104740166
1,-105.7741928,32.23790785,0.049075827,0.022951665,5.170000076,42.72643634,-0.990274135
1,-105.5974041,32.23790785,-0.150357872,0.123153107,5.369999886,45.38105226,-2.364068013
1,-105.4206155,32.23790785,-0.204321831,0.163940551,5.579999924,48.25450211,-2.812626826
1,-105.2438269,32.23790785,-0.216292039,0.173777208,5.710000038,50.07750571,-2.94997104
1,-105.0670383,32.23790785,-0.300834805,0.251410686,6.03000021,54.7088978,-3.708692699
1,-104.8902497,32.23790785,-0.001801625,0.040955852,5.909999847,52.9481214,-1.472594791
1,-104.713461,32.23790785,0.103368528,0.009448884,6.039999962,54.85692505,-0.719956045
1,-104.5366724,32.23790785,-0.221769482,0.17837393,6.380000114,60.00897876,-3.271702517
1,-104.3598838,32.23790785,-0.266442567,0.218104378,6.860000134,67.67606347,-3.841932549
1,-104.1830952,32.23790785,-0.249487549,0.202555305,6.550000191,62.67170569,-3.562932286
1,-104.0063066,32.23790785,-0.271283954,0.222649832,6.820000172,67.01954039,-3.862886149
1,-103.8295179,32.23790785,-0.244239494,0.197858953,6.53000021,62.35544414,-3.512489557
1,-103.6527293,32.23790785,-0.21393609,0.17181853,6.369999886,59.85414429,-3.206875593
1,-103.4759407,32.23790785,-0.200037524,0.160489511,6.079999924,55.45104817,-2.983171398
1,-103.2991521,32.23790785,-0.188500613,0.151378974,6.230000019,57.70751344,-2.955622471
1,-103.1223635,32.23790785,-0.15911296,0.129374635,6.539999962,62.51347115,-2.843880715
1,-114.4368352,32.41469647,-0.931658208,1.28194954,13.52999973,221.9070787,-16.86634749
1,-114.2600466,32.41469647,-0.767439842,0.937050599,12.88000011,202.96408,-13.7908525
1,-114.0832579,32.41469647,-0.711311162,0.83153436,12.60999966,195.3438322,-12.74500327
1,-113.9064693,32.41469647,-0.622502327,0.67745447,12.22000027,184.5942431,-11.18276331
1,-113.7296807,32.41469647,-0.596746683,0.635720107,12.23999977,185.1380914,-10.84877907
1,-113.5528921,32.41469647,-0.553037465,0.567930084,12.31999969,187.3215367,-10.31433644
1,-113.3761035,32.41469647,-0.475458473,0.457019765,12.56999969,194.2273096,-9.421556105
1,-113.1993148,32.41469647,-0.415970087,0.380126484,12.56000042,193.9486989,-8.586328495
1,-113.0225262,32.41469647,-0.274831653,0.226010437,12.22999954,184.8660543,-6.46387327
1,-112.8457376,32.41469647,-0.252186239,0.204991741,12.43000031,190.3446936,-6.246526238
1,-112.668949,32.41469647,-0.146529764,0.120480951,12.07999992,180.8096008,-4.667345363
1,-112.4921604,32.41469647,-0.117433116,0.10112846,11.23999977,158.9249996,-4.008970005
1,-112.3153717,32.41469647,-0.097282171,0.088718237,10.89999962,150.4681447,-3.653665088
1,-112.1385831,32.41469647,-0.145025775,0.119439133,11.39000034,162.729478,-4.408658276
1,-111.9617945,32.41469647,-0.16901058,0.136592685,11.35999966,161.9649677,-4.703533764
1,-111.7850059,32.41469647,-0.032316603,0.054237985,11.36999989,162.2196045,-2.966220567
1,-111.6082173,32.41469647,0.093763545,0.011408451,11.76000023,172.3062194,-1.402051035
1,-111.4314286,32.41469647,0.041909393,0.025174425,11.71000004,170.9960598,-2.074783713
1,-111.25464,32.41469647,-0.078610376,0.077943858,11.53999996,166.5789321,-3.603304682
1,-111.0778514,32.41469647,0.168898553,0.001003327,11.64000034,169.1702512,-0.411986838
1,-110.9010628,32.41469647,0.348894745,0.021999074,10.71000004,145.8429674,1.79120357
1,-110.7242742,32.41469647,1.30790031,1.226171784,2.599999905,15.73348747,4.392261194
1,-110.5474855,32.41469647,0.441539824,0.058064578,9.149999619,110.5977345,2.534129196
1,-110.3706969,32.41469647,0.388318926,0.035248196,8.920000076,105.8130329,1.931247917
1,-110.1939083,32.41469647,0.479520679,0.077811307,6.840000153,67.34740193,2.289189674
1,-110.0171197,32.41469647,0.375486821,0.030594531,7.230000019,73.90060574,1.503647023
1,-109.840331,32.41469647,0.30652833,0.011226342,7.349999905,75.97817482,0.923556692
1,-109.6635424,32.41469647,0.256887823,0.003171258,7.230000019,73.90060574,0.484105267
1,-109.4867538,32.41469647,0.174373418,0.000686465,7.440000057,77.5552558,-0.230735728
1,-109.3099652,32.41469647,0.004689001,0.038370892,7.199999809,73.38570938,-1.678056957
1,-109.1331766,32.41469647,0.2896052,0.007926573,6.460000038,61.25482496,0.696807606
1,-108.9563879,32.41469647,0.100840323,0.009946786,6.130000114,56.19820564,-0.747657352
1,-108.7795993,32.41469647,0.097761758,0.010570336,5.949999809,53.53184452,-0.752229741
1,-108.6028107,32.41469647,0.20855771,0.0000637,5.059999943,41.30049446,0.051308342
1,-108.4260221,32.41469647,0.342667252,0.020190521,4.050000191,29.33897407,0.769655239
1,-108.2492335,32.41469647,0.143320858,0.00327791,4.809999943,38.14972142,-0.35362603
1,-108.0724448,32.41469647,0.046883617,0.023620702,5.130000114,42.20511314,-0.998456014
1,-107.8956562,32.41469647,0.004788474,0.038331932,5.389999866,45.65091384,-1.322833215
1,-107.7188676,32.41469647,0.02156578,0.032043906,5.320000172,44.70990148,-1.196946063
1,-107.542079,32.41469647,-0.165228516,0.133811405,5.599999905,48.53276369,-2.54837935
1,-107.3652904,32.41469647,-0.091238491,0.08515447,5.650000095,49.23192097,-2.047515112
1,-107.1885017,32.41469647,0.000200023,0.040149689,6.699999809,65.06916343,-1.616325062
1,-107.0117131,32.41469647,-0.064431839,0.07022804,6.460000038,61.25482496,-2.074079626
1,-106.8349245,32.41469647,-0.150357872,0.123153107,6.369999886,59.85414429,-2.714999782
1,-106.6581359,32.41469647,-0.13972196,0.11580127,5.900000095,52.80269408,-2.472775575
1,-106.4813473,32.41469647,-0.14838402,0.121771628,7.019999981,70.33415572,-2.92655166
1,-106.3045586,32.41469647,-0.226900637,0.182734477,6.380000114,60.00897876,-3.311451248
1,-106.12777,32.41469647,-0.113056749,0.098364182,6.139999866,56.34823284,-2.354282872
1,-105.9509814,32.41469647,-0.15969941,0.129796856,5.949999809,53.53184452,-2.635956204
1,-105.7741928,32.41469647,0.057041693,0.020601493,5.190000057,42.98829794,-0.941075522
1,-105.5974041,32.41469647,0.010445288,0.036148888,5.090000153,41.68698993,-1.227574162
1,-105.4206155,32.41469647,0.163902953,0.001344758,5.21999979,43.38258719,-0.241534855
1,-105.2438269,32.41469647,-0.149312437,0.122420446,5.360000134,45.24642467,-2.353526611
1,-105.0670383,32.41469647,0.182821408,0.000315151,4.199999809,30.98643372,-0.098820046
1,-104.8902497,32.41469647,0.053351134,0.021674542,5.28000021,44.17657828,-0.978522916
1,-104.713461,32.41469647,-0.155835435,0.127027612,5.489999771,47.01222173,-2.443736944
1,-104.5366724,32.41469647,-0.240162537,0.194248604,6.300000191,58.77593253,-3.378926284
1,-104.3598838,32.41469647,-0.263444901,0.215313444,6.199999809,57.25261749,-3.511019549
1,-104.1830952,32.41469647,-0.253473908,0.206159409,6.429999828,60.78612892,-3.540004578
1,-104.0063066,32.41469647,-0.276280642,0.227390251,6.380000114,60.00897876,-3.693975736
1,-103.8295179,32.41469647,-0.263965517,0.215796867,6.539999962,62.51347115,-3.672902292
1,-103.6527293,32.41469647,-0.224644706,0.18081086,5.949999809,53.53184452,-3.111131442
1,-103.4759407,32.41469647,-0.210721031,0.169163518,5.960000038,53.67827879,-3.013371279
1,-103.2991521,32.41469647,-0.197232187,0.15824968,5.869999886,52.36759827,-2.878742032
1,-103.1223635,32.41469647,-0.158644065,0.129037544,6.179999828,56.95035594,-2.710854862
1,-114.7904124,32.5914851,-0.950106144,1.324064557,13.64999962,225.4966463,-17.27923948
1,-114.6136238,32.5914851,-0.951399863,1.327043543,13.71000004,227.3022444,-17.36778558
1,-114.4368352,32.5914851,-0.856843233,1.118130987,13.39999962,218.0508734,-15.61439843
1,-114.2600466,32.5914851,-0.70866698,0.826718973,12.60999966,195.3438322,-12.70804675
1,-114.0832579,32.5914851,-0.780231237,0.961978712,12.39999962,189.5177819,-13.50229876
1,-113.9064693,32.5914851,-0.709479868,0.828197856,12.35000038,188.1436483,-12.4827948
1,-113.7296807,32.5914851,-0.640554726,0.707497361,12.32999992,187.5953739,-11.52055693
1,-113.5528921,32.5914851,-0.542488277,0.552141394,12.59000015,194.7851842,-10.37058162
1,-113.3761035,32.5914851,-0.491022974,0.478306232,12.55000019,193.6702616,-9.624639896
1,-113.1993148,32.5914851,-0.429706573,0.397253471,12.35000038,188.1436483,-8.64527139
1,-113.0225262,32.5914851,-0.291556239,0.242192071,12.36999989,188.6926965,-6.760168262
1,-112.8457376,32.5914851,-0.272071213,0.2233934,12.10000038,181.347875,-6.364897352
1,-112.668949,32.5914851,-0.125449866,0.106291494,11.73999977,171.7815455,-4.273045416
1,-112.4921604,32.5914851,-0.082729675,0.080260914,12,178.6645555,-3.786790263
1,-112.3153717,32.5914851,-0.017756743,0.047668269,11.36999989,162.2196045,-2.780778248
1,-112.1385831,32.5914851,0.000399929,0.040069617,11.5,165.5480094,-2.575547591
1,-111.9617945,32.5914851,-0.06913574,0.072743289,11.31999969,160.948445,-3.421683675
1,-111.7850059,32.5914851,-0.031077931,0.053662569,11.30000019,160.4413958,-2.934228606
1,-111.6082173,32.5914851,0.046406373,0.023767625,11.34000015,161.4563185,-1.958936774
1,-111.4314286,32.5914851,0.114310354,0.007441399,11.48999977,165.2907726,-1.1090512
