region,x,y,LnP,LnPXLnP,MinT,MinTXMinT,MinTXLnP
1,-106.8349245,40.37018456,0.7260499,0.27612503,-8.159999847,46.15101337,-3.569796905
1,-106.6581359,40.37018456,1.960460901,3.097202268,-8.899999619,56.75292142,-13.25802689
1,-106.4813473,40.37018456,1.204652548,1.008173937,-8.159999847,46.15101337,-6.82116184
1,-106.3045586,40.37018456,1.496582747,1.679638938,-10.02000046,74.88227176,-11.21495338
1,-106.12777,40.37018456,0.951657891,0.564127166,-7.96999979,43.60560021,-4.959748349
1,-105.9509814,40.37018456,1.334395647,1.285551761,-10.44999981,82.50913069,-10.29901734
1,-105.7741928,40.37018456,1.597871304,1.952440042,-11.86999989,110.3225407,-14.67644869
1,-105.5974041,40.37018456,0.408593565,0.043272182,-4.340000153,8.841428808,-0.618536919
1,-105.4206155,40.37018456,0.222503334,0.0004809,-4.050000191,7.200925682,-0.058846637
1,-105.2438269,40.37018456,-0.222643659,0.179113099,-1.039999962,0.106632402,-0.138200072
1,-105.0670383,40.37018456,-0.253860503,0.206510624,-1.649999976,0.080346081,0.128811177
1,-104.8902497,40.37018456,-0.469203949,0.448602363,-1.950000048,0.340418471,0.390784506
1,-104.713461,40.37018456,-0.338835001,0.290961959,-2.400000095,1.068027093,0.557454263
1,-104.5366724,40.37018456,-0.422204465,0.387852888,-2.630000114,1.596315964,0.786851801
1,-104.3598838,40.37018456,-0.438039958,0.407827656,-2.599999905,1.521408208,0.787700669
1,-104.1830952,40.37018456,-0.510325789,0.505378364,-2.720000029,1.831837448,0.96216995
1,-104.0063066,40.37018456,-0.558266699,0.575839051,-2.789999962,2.026220804,1.080174553
1,-103.8295179,40.37018456,-0.583934128,0.615452842,-2.5,1.284717669,0.889203655
1,-103.6527293,40.37018456,-0.544037759,0.554446519,-2.49000001,1.262148613,0.836536852
1,-103.4759407,40.37018456,-0.478842556,0.461606717,-2.230000019,0.745552614,0.586644777
1,-103.2991521,40.37018456,-0.420223445,0.385389339,-2.109999895,0.552723497,0.461534119
1,-103.1223635,40.37018456,-0.396753162,0.356799616,-2.160000086,0.629569176,0.473951516
1,-102.9455748,40.37018456,-0.404365748,0.365951974,-2.089999914,0.523385374,0.437645874
1,-102.7687862,40.37018456,-0.401821822,0.362880602,-1.980000019,0.376325671,0.369541995
1,-102.5919976,40.37018456,-0.343476713,0.295991066,-1.929999948,0.317480201,0.306547392
1,-102.415209,40.37018456,-0.293431908,0.244041735,-1.940000057,0.328849404,0.283289568
1,-102.2384204,40.37018456,-0.259159416,0.211354719,-2.00999999,0.414032867,0.295817174
1,-102.0616317,40.37018456,-0.253473908,0.206159409,-2.059999943,0.480878187,0.31486118
1,-113.9064693,40.54697318,-0.621571004,0.675922239,-2.839999914,2.171066046,1.211392514
1,-113.7296807,40.54697318,-0.374257207,0.330430798,-2.75,1.913944603,0.795252314
1,-113.5528921,40.54697318,-0.216540411,0.173984346,-2.789999962,2.026220804,0.593742959
1,-113.3761035,40.54697318,-0.150357872,0.123153107,-2.630000114,1.596315964,0.443386141
1,-113.1993148,40.54697318,-0.09838485,0.089376332,-2.619999886,1.571146311,0.374730963
1,-113.0225262,40.54697318,0.28915599,0.007846787,-2.170000076,0.645538239,-0.071171632
1,-112.8457376,40.54697318,0.064757273,0.018446155,-2.170000076,0.645538239,0.109122402
1,-112.668949,40.54697318,0.688637078,0.238205668,-2.00999999,0.414032867,-0.314046137
1,-112.4921604,40.54697318,0.270103425,0.004834355,-2.140000105,0.598231047,-0.053777889
1,-112.3153717,40.54697318,0.646422386,0.198780875,-1.799999952,0.187882214,-0.193254731
1,-112.1385831,40.54697318,0.931139886,0.533726665,-2.089999914,0.523385374,-0.528530728
1,-111.9617945,40.54697318,0.631378174,0.185592325,-1.299999952,0.004428394,0.028668379
1,-111.7850059,40.54697318,1.228528857,1.0566914,-2.890000105,2.320912005,-1.566042067
1,-111.6082173,40.54697318,1.72232008,2.315711445,-4.809999943,11.85737414,-5.240062691
1,-111.4314286,40.54697318,0.875635445,0.455708094,-3.980000019,6.830141216,-1.764242227
1,-111.25464,40.54697318,1.151457667,0.904179945,-4.889999866,12.41472621,-3.350394971
1,-111.0778514,40.54697318,1.386869192,1.407296527,-6.119999886,22.59532258,-5.638999823
1,-110.9010628,40.54697318,1.194376945,0.987644499,-5.769999981,19.39040579,-4.376165858
1,-110.7242742,40.54697318,1.258006334,1.118163359,-6.190000057,23.26570776,-5.10047664
1,-110.5474855,40.54697318,1.266778588,1.136792444,-8.170000076,46.28698556,-7.253874512
1,-110.3706969,40.54697318,0.767929912,0.321892847,-7.150000095,33.44833974,-3.281277391
1,-110.1939083,40.54697318,0.619608343,0.175589867,-5.190000057,14.61879991,-1.602158896
1,-110.0171197,40.54697318,0.614753127,0.171544435,-4.869999886,12.2741882,-1.451057778
1,-109.840331,40.54697318,0.488089085,0.082664983,-4.929999828,12.69820224,-1.024547058
1,-109.6635424,40.54697318,0.298770428,0.009642559,-5.389999866,16.18817995,-0.395089198
1,-109.4867538,40.54697318,-0.002603407,0.041281017,-6.039999962,21.84117069,0.949539751
1,-109.3099652,40.54697318,0.067752048,0.017641643,-5.190000057,14.61879991,0.507838218
1,-109.1331766,40.54697318,-0.124543324,0.105701207,-5.699999809,18.77882077,1.408880417
1,-108.9563879,40.54697318,0.013508356,0.034993517,-4.360000134,8.960766855,0.559972092
1,-108.7795993,40.54697318,0.183820441,0.000280678,-5.090000153,13.86410984,0.062380722
1,-108.6028107,40.54697318,0.162543878,0.001446282,-4.840000153,12.06488283,0.132095522
1,-108.4260221,40.54697318,0.136190325,0.004145244,-5.670000076,18.51971584,0.277071737
1,-108.2492335,40.54697318,0.23111172,0.000932559,-6.050000191,21.93474191,-0.143022492
1,-108.0724448,40.54697318,0.275736004,0.005649342,-7.019999981,31.96154041,-0.424925504
1,-107.8956562,40.54697318,0.389335781,0.035631049,-6.550000191,26.86819597,-0.978438555
1,-107.7188676,40.54697318,0.51467818,0.098661501,-7.010000229,31.84857414,-1.772633104
1,-107.542079,40.54697318,0.390554488,0.036092625,-7.380000114,36.16162879,-1.14243954
1,-107.3652904,40.54697318,0.772281766,0.326849887,-6.840000153,29.95869891,-3.129216733
1,-107.1885017,40.54697318,0.906119168,0.497794129,-6.630000114,27.70394782,-3.713605065
1,-107.0117131,40.54697318,1.007118106,0.650513561,-7.360000134,35.92149086,-4.833985616
1,-106.8349245,40.54697318,1.386069298,1.405399345,-5.860000134,20.19112886,-5.326969052
1,-106.6581359,40.54697318,1.951182008,3.064628758,-8.760000229,54.66316347,-12.94304071
1,-106.4813473,40.54697318,0.851005256,0.423060953,-7.820000172,41.64706903,-4.197528882
1,-106.3045586,40.54697318,0.270256102,0.00485561,-7.639999866,39.35622175,-0.43714809
1,-106.12777,40.54697318,0.44897148,0.061701359,-7.860000134,42.16494486,-1.61295828
1,-105.9509814,40.54697318,1.034784675,0.695907622,-8.300000191,48.07278517,-5.783962102
1,-105.7741928,40.54697318,0.979978919,0.607472188,-8.680000305,53.48661193,-5.70014291
1,-105.5974041,40.54697318,0.53327179,0.110687888,-6.75,28.98157554,-1.791063756
1,-105.4206155,40.54697318,0.160246328,0.001626313,-3.569999933,4.855208651,0.088859936
1,-105.2438269,40.54697318,-0.094860315,0.087281374,-0.819999993,0.298712683,-0.161468428
1,-105.0670383,40.54697318,-0.250000954,0.203017696,-1.549999952,0.033655304,0.082659677
1,-104.8902497,40.54697318,-0.442232788,0.413200434,-1.850000024,0.233727665,0.310767393
1,-104.713461,40.54697318,-0.454760402,0.429463044,-2.089999914,0.523385374,0.474104077
1,-104.5366724,40.54697318,-0.555125833,0.571082081,-2.210000038,0.711414491,0.637397888
1,-104.3598838,40.54697318,-0.640934289,0.708136026,-2.359999895,0.986950378,0.835999473
1,-104.1830952,40.54697318,-0.627546728,0.685783769,-2.400000095,1.068027093,0.855824541
1,-104.0063066,40.54697318,-0.584113479,0.615734278,-2.420000076,1.109765211,0.82663201
1,-103.8295179,40.54697318,-0.565986037,0.587614133,-2.430000067,1.13093427,0.815201178
1,-103.6527293,40.54697318,-0.538025558,0.545529155,-2.49000001,1.262148613,0.829782421
1,-103.4759407,40.54697318,-0.489390343,0.476050653,-2.279999971,0.834397915,0.630250484
1,-103.2991521,40.54697318,-0.463306069,0.44073661,-2.150000095,0.613800112,0.52011939
1,-103.1223635,40.54697318,-0.417335331,0.381811815,-2.109999895,0.552723497,0.459386941
1,-102.9455748,40.54697318,-0.38742879,0.34574716,-2.099999905,0.537954436,0.431272789
1,-102.7687862,40.54697318,-0.367447048,0.322647794,-2.029999971,0.440170996,0.376855677
1,-102.5919976,40.54697318,-0.327532321,0.278896178,-2.00999999,0.414032867,0.339811983
1,-102.415209,40.54697318,-0.263705164,0.215555047,-2.059999943,0.480878187,0.321956084
1,-102.2384204,40.54697318,-0.245644808,0.199111133,-2.160000086,0.629569176,0.354053995
1,-102.0616317,40.54697318,-0.334494203,0.286297872,-2.319999933,0.90907415,0.510162714
1,-113.9064693,40.72376181,-0.835863531,1.074202541,-2.869999886,2.260373187,1.55823574
1,-113.7296807,40.72376181,-0.392006099,0.351151052,-2.789999962,2.026220804,0.843510265
1,-113.5528921,40.72376181,-0.185366169,0.148949734,-2.769999981,1.969682704,0.54164907
1,-113.3761035,40.72376181,-0.144563437,0.119119779,-2.99000001,2.63560249,0.560314542
1,-113.1993148,40.72376181,-0.139836982,0.115879566,-3.039999962,2.800447718,0.569661889
1,-113.0225262,40.72376181,0.001399015,0.039670634,-2.599999905,1.521408208,0.24567301
1,-112.8457376,40.72376181,0.16695407,0.001130293,-1.960000038,0.352187538,0.019951817
1,-112.668949,40.72376181,0.050027467,0.022664227,-1.720000029,0.124929657,0.053211222
1,-112.4921604,40.72376181,0.262902528,0.003884858,-1.419999957,0.002857311,-0.003331704
1,-112.3153717,40.72376181,0.54052037,0.115563605,-1.169999957,0.038630399,0.066815179
1,-112.1385831,40.72376181,0.486491978,0.081749149,-1.190000057,0.031168517,0.050477715
1,-111.9617945,40.72376181,0.466372043,0.070648654,-1.120000005,0.060784993,0.065531504
1,-111.7850059,40.72376181,1.066915274,0.750547381,-2.49000001,1.262148613,-0.973294578
1,-111.6082173,40.72376181,1.512199879,1.720362716,-4.210000038,8.085230112,-3.72954802
1,-111.4314286,40.72376181,0.990692914,0.62428806,-4.309999943,8.663920332,-2.32567883
1,-111.25464,40.72376181,0.856880367,0.430738182,-4.789999962,11.72003612,-2.246834897
1,-111.0778514,40.72376181,1.572836161,1.88310372,-6.320000172,24.53670692,-6.797438052
1,-110.9010628,40.72376181,1.582580447,1.909942105,-8.239999771,47.24436492,-9.499157951
1,-110.7242742,40.72376181,1.706782341,2.268663877,-8.029999733,44.40161388,-10.03655008
1,-110.5474855,40.72376181,1.385694146,1.404510005,-8.039999962,44.53498601,-7.908845265
1,-110.3706969,40.72376181,1.410010934,1.462737946,-9.159999847,60.7379208,-9.425691568
1,-110.1939083,40.72376181,1.050961494,0.723159066,-7.119999886,33.10223009,-4.892665714
1,-110.0171197,40.72376181,1.120830297,0.846871843,-7.610000134,38.98071786,-5.745578505
1,-109.840331,40.72376181,1.472655535,1.618191693,-9.699999809,69.44645018,-10.6008334
1,-109.6635424,40.72376181,0.96926266,0.590882414,-7.389999866,36.28199488,-4.630161197
1,-109.4867538,40.72376181,0.852328002,0.424783414,-6.570000172,27.07593394,-3.391372532
1,-109.3099652,40.72376181,0.645059288,0.197567262,-5.960000038,21.09981878,-2.041723153
1,-109.1331766,40.72376181,-0.001701428,0.040915307,-4.900000095,12.48529691,0.71473055
1,-108.9563879,40.72376181,0.138630897,0.003836935,-5.579999924,17.75319285,0.260993969
1,-108.7795993,40.72376181,-0.196988568,0.158055913,-4.320000172,8.72289076,1.174182467
1,-108.6028107,40.72376181,0.171766087,0.00082989,-5.139999866,14.23895308,0.108704937
1,-108.4260221,40.72376181,0.165090591,0.001259065,-6.110000134,22.50035586,0.168313431
1,-108.2492335,40.72376181,0.299734145,0.009832755,-5.210000038,14.77213792,-0.381117844
1,-108.0724448,40.72376181,0.417327762,0.046982238,-6.329999924,24.63587354,-1.075847791
1,-107.8956562,40.72376181,0.638479769,0.191761553,-6.159999847,22.97719852,-2.09908153
1,-107.7188676,40.72376181,0.698582351,0.24801242,-5.940000057,20.9164808,-2.277618719
1,-107.542079,40.72376181,0.466309339,0.070615325,-6.920000076,30.8408507,-1.475749537
1,-107.3652904,40.72376181,1.269592047,1.142799804,-5.960000038,21.09981878,-4.910485595
1,-107.1885017,40.72376181,1.17933166,0.957966759,-6.159999847,22.97719852,-4.691630036
1,-107.0117131,40.72376181,1.352349639,1.32658736,-6.309999943,24.43773557,-5.69375018
1,-106.8349245,40.72376181,0.999896288,0.638916285,-6.5,26.35234861,-4.103284619
1,-106.6581359,40.72376181,2.144632101,3.779362301,-9.699999809,69.44645018,-16.20071899
1,-106.4813473,40.72376181,1.041547894,0.707237264,-7.260000229,34.73280118,-4.95624165
1,-106.3045586,40.72376181,0.298844546,0.00965712,-7.199999809,34.0291818,-0.573257279
1,-106.12777,40.72376181,0.273304135,0.005289687,-7.070000172,32.52938797,-0.414813567
1,-105.9509814,40.72376181,1.35439086,1.331293583,-9.520000458,66.47881743,-9.407593904
1,-105.7741928,40.72376181,0.837290764,0.405408369,-8.510000229,51.02893642,-4.548357711
1,-105.5974041,40.72376181,0.063538,0.018778837,-4.679999828,10.97897539,0.454062099
1,-105.4206155,40.72376181,-0.216167971,0.173673785,-2.069999933,0.49484725,0.293158651
1,-105.2438269,40.72376181,-0.236608803,0.191128713,-2.099999905,0.537954436,0.320653301
1,-105.0670383,40.72376181,-0.564578056,0.585457512,-1.730000019,0.132098728,0.278097451
1,-104.8902497,40.72376181,-0.575541973,0.602355844,-2.00999999,0.414032867,0.499394751
1,-104.713461,40.72376181,-0.555822968,0.572136218,-2.019999981,0.427001932,0.494270443
1,-104.5366724,40.72376181,-0.611382842,0.659273746,-2.019999981,0.427001932,0.530576256
1,-104.3598838,40.72376181,-0.699165225,0.809530488,-2.25,0.780490736,0.794878007
1,-104.1830952,40.72376181,-0.657586992,0.736440111,-2.289999962,0.852766975,0.792471959
1,-104.0063066,40.72376181,-0.617483258,0.669217509,-2.390000105,1.047458033,0.837243845
1,-103.8295179,40.72376181,-0.599110544,0.639495205,-2.369999886,1.006919434,0.802446353
1,-103.6527293,40.72376181,-0.539225101,0.547302558,-2.339999914,0.947612265,0.720160133
1,-103.4759407,40.72376181,-0.48629567,0.471789802,-2.299999952,0.871336033,0.641161021
1,-103.2991521,40.72376181,-0.453185827,0.427401776,-2.269999981,0.816228856,0.590641738
1,-103.1223635,40.72376181,-0.434482038,0.403296041,-2.099999905,0.537954436,0.465784171
1,-102.9455748,40.72376181,-0.377023488,0.333618739,-2.150000095,0.613800112,0.45252096
1,-102.7687862,40.72376181,-0.368024826,0.323304508,-2.119999886,0.567692558,0.428412842
1,-102.5919976,40.72376181,-0.342631191,0.295071768,-2.190000057,0.678076366,0.447304362
1,-102.415209,40.72376181,-0.311291933,0.262006628,-2.210000038,0.711414491,0.431735233
1,-102.2384204,40.72376181,-0.29235965,0.242983482,-2.200000048,0.694645428,0.410837395
1,-102.0616317,40.72376181,-0.285550952,0.236317369,-2.390000105,1.047458033,0.497526408
1,-113.9064693,40.90055043,-0.520539343,0.520004305,-3.200000048,3.361553258,1.322127894
1,-113.7296807,40.90055043,-0.410377204,0.373261248,-2.930000067,2.444388204,0.955193903
1,-113.5528921,40.90055043,-0.153850749,0.12561683,-2.849999905,2.200635093,0.525772578
1,-113.3761035,40.90055043,-0.127719805,0.107776755,-2.970000029,2.571064396,0.526403815
1,-113.1993148,40.90055043,-0.13227503,0.110788408,-3.039999962,2.800447718,0.557007311
1,-113.0225262,40.90055043,0.281940669,0.006620552,-2.119999886,0.567692558,-0.0613061
1,-112.8457376,40.90055043,0.513242722,0.097761794,-1.980000019,0.376325671,-0.191807906
1,-112.668949,40.90055043,0.184818462,0.000248234,-1.970000029,0.364156604,0.009507679
1,-112.4921604,40.90055043,0.358443379,0.024922773,-1.809999943,0.196651282,-0.070007823
1,-112.3153717,40.90055043,0.48919335,0.083301189,-1.409999967,0.001888236,-0.012541622
1,-112.1385831,40.90055043,0.614644945,0.171454833,-1.389999986,0.000550083,-0.009711561
1,-111.9617945,40.90055043,0.642695665,0.195471658,-1.090000033,0.076477745,0.12226705
1,-111.7850059,40.90055043,1.844794512,2.70346143,-4.170000076,7.859354014,-4.609496767
1,-111.6082173,40.90055043,1.040665269,0.705753513,-3.519999981,4.637363476,-1.809097998
1,-111.4314286,40.90055043,0.792539895,0.350423742,-4.210000038,8.085230112,-1.683228028
1,-111.25464,40.90055043,0.535030305,0.111861089,-4.96999979,12.98487826,-1.205198168
1,-111.0778514,40.90055043,1.091285467,0.793367101,-5.599999905,17.92213084,-3.770786256
1,-110.9010628,40.90055043,1.040029287,0.704685352,-6.820000172,29.74016096,-4.577931389
1,-110.7242742,40.90055043,1.322289109,1.258245017,-7.570000172,38.48284201,-6.958508764
1,-110.5474855,40.90055043,1.075650692,0.765759397,-7.340000153,35.68215293,-5.227230999
1,-110.3706969,40.90055043,1.041230321,0.706703223,-7.760000229,40.87625528,-5.374698257
1,-110.1939083,40.90055043,0.886532307,0.47053894,-7.820000172,41.64706903,-4.42680107
1,-110.0171197,40.90055043,0.829642951,0.395727875,-7.510000229,37.74202823,-3.86465686
1,-109.840331,40.90055043,0.500472188,0.089938985,-6.460000038,25.94327269,-1.527518122
1,-109.6635424,40.90055043,-0.074508056,0.075670081,-4.559999943,10.19814724,0.878461511
1,-109.4867538,40.90055043,-0.163578272,0.132606802,-4.550000191,10.13437974,1.1592617
1,-109.3099652,40.90055043,-0.265529275,0.217252167,-4.130000114,7.636677909,1.288054666
1,-109.1331766,40.90055043,-0.397199333,0.357332834,-4.230000019,8.199368159,1.711696078
1,-108.9563879,40.90055043,0.306822747,0.011288818,-5.420000076,16.43048887,-0.43067482
1,-108.7795993,40.90055043,0.296542734,0.009210018,-6.03000021,21.74780393,-0.447546264
1,-108.6028107,40.90055043,0.049837239,0.02272154,-5.409999847,16.34951794,0.609496699
1,-108.4260221,40.90055043,0.402326852,0.040704255,-5.539999962,17.41771686,-0.842006643
1,-108.2492335,40.90055043,0.300548911,0.009995003,-5.429999828,16.51165594,-0.406243841
1,-108.0724448,40.90055043,0.020292733,0.032501298,-5.699999809,18.77882077,0.781240073
1,-107.8956562,40.90055043,0.253944337,0.002848404,-6.309999943,24.43773557,-0.263834307
1,-107.7188676,40.90055043,0.312472194,0.012521229,-6.420000076,25.53739676,-0.565472892
1,-107.542079,40.90055043,0.489622414,0.083549045,-6.639999866,27.80931428,-1.524283982
1,-107.3652904,40.90055043,0.978401244,0.605015381,-5.949999809,21.00804761,-3.565135612
1,-107.1885017,40.90055043,1.256868839,1.115759005,-6.019999981,21.65463272,-4.915419764
1,-107.0117131,40.90055043,1.372474313,1.373350585,-6.380000114,25.13472083,-5.875268806
1,-106.8349245,40.90055043,1.912752151,2.931554375,-8.109999657,45.47416543,-11.54599448
1,-106.6581359,40.90055043,2.022765398,3.320381866,-8.31000042,48.21155743,-12.65230339
1,-106.4813473,40.90055043,1.237765431,1.075766279,-7.170000076,33.68007768,-6.019293301
1,-106.3045586,40.90055043,0.285479605,0.007208979,-6.75,28.98157554,-0.457085963
1,-106.12777,40.90055043,1.264267921,1.131444978,-8.579999924,52.0339156,-7.672907693
1,-105.9509814,40.90055043,0.258665144,0.003374593,-6.099999905,22.40558461,-0.274972234
1,-105.7741928,40.90055043,0.87304914,0.452222952,-6.5,26.35234861,-3.452120637
1,-105.5974041,40.90055043,0.094855502,0.011176379,-4.590000153,10.39065582,0.340778385
1,-105.4206155,40.90055043,-0.121376991,0.103652374,-3.279999971,3.661305593,0.616038163
1,-105.2438269,40.90055043,-0.148964196,0.122176879,-3.029999971,2.767078673,0.581440483
1,-105.0670383,40.90055043,-0.559840798,0.578230509,-2.089999914,0.523385374,0.550124887
1,-104.8902497,40.90055043,-0.592035711,0.62822999,-2.00999999,0.414032867,0.51000771
1,-104.713461,40.90055043,-0.578034401,0.606230882,-2.00999999,0.414032867,0.500998513
1,-104.5366724,40.90055043,-0.646072805,0.716810638,-1.929999948,0.317480201,0.477046314
1,-104.3598838,40.90055043,-0.715188324,0.838620446,-1.919999957,0.306311136,0.506832104
1,-104.1830952,40.90055043,-0.615075648,0.66528418,-2.24000001,0.762921675,0.712432257
1,-104.0063066,40.90055043,-0.534776807,0.540740658,-2.460000038,1.195641443,0.804072099
1,-103.8295179,40.90055043,-0.484021455,0.468670796,-2.710000038,1.804868396,0.919722299
1,-103.6527293,40.90055043,-0.513997316,0.510612019,-2.380000114,1.027088973,0.724185041
1,-103.4759407,40.90055043,-0.463942081,0.441581485,-2.25999999,0.798259796,0.593714364
1,-103.2991521,40.90055043,-0.428170979,0.395320119,-2.319999933,0.90907415,0.599479192
1,-103.1223635,40.90055043,-0.405865192,0.367768369,-2.279999971,0.834397915,0.553954114
1,-102.9455748,40.90055043,-0.391414285,0.350450007,-2.269999981,0.816228856,0.534834001
1,-102.7687862,40.90055043,-0.393635362,0.353084644,-2.220000029,0.728383552,0.507130207
1,-102.5919976,40.90055043,-0.359679431,0.313883791,-2.420000076,1.109765211,0.590201077
1,-102.415209,40.90055043,-0.370629013,0.326272764,-2.289999962,0.852766975,0.527479514
1,-102.2384204,40.90055043,-0.368602961,0.323962296,-2.309999943,0.890105092,0.536992076
1,-102.0616317,40.90055043,-0.326561511,0.277871738,-2.410000086,1.088796152,0.550041525
1,-113.9064693,41.07733905,-0.423883736,0.389947336,-3.25,3.54739847,1.176137144
1,-113.7296807,41.07733905,-0.166408867,0.134676349,-3.289999962,3.699674633,0.705874402
1,-113.5528921,41.07733905,-0.087629743,0.083061338,-2.910000086,2.382250105,0.444829047
1,-113.3761035,41.07733905,-0.002603407,0.041281017,-2.470000029,1.2176105,0.224196788
1,-113.1993148,41.07733905,-0.024805088,0.050795687,-2.799999952,2.054789853,0.323070366
1,-113.0225262,41.07733905,0.071483135,0.016664425,-2.670000076,1.698992183,0.168263863
1,-112.8457376,41.07733905,0.048885345,0.023009417,-2.49000001,1.262148613,0.170415091
1,-112.668949,41.07733905,0.133131295,0.004548505,-2.089999914,0.523385374,0.048791605
1,-112.4921604,41.07733905,0.325844556,0.015692738,-1.889999986,0.274003936,-0.065573409
1,-112.3153717,41.07733905,0.512404442,0.097238289,-1.789999962,0.179313145,-0.132045838
1,-112.1385831,41.07733905,0.645269096,0.19775382,-1.470000029,0.010702709,-0.046005451
1,-111.9617945,41.07733905,0.871711731,0.450425992,-1.940000057,0.328849404,-0.384866625
1,-111.7850059,41.07733905,1.255473495,1.112813161,-3.619999886,5.078053816,-2.377167457
1,-111.6082173,41.07733905,1.227415919,1.054404539,-3.720000029,5.53874524,-2.416625358
1,-111.4314286,41.07733905,0.871669829,0.45036975,-3.430000067,4.257842138,-1.384775541
1,-111.25464,41.07733905,0.372528613,0.029568424,-5.130000114,14.16358587,-0.647143659
1,-111.0778514,41.07733905,0.645059288,0.197567262,-5.590000153,17.83756386,-1.87726361
1,-110.9010628,41.07733905,0.599111199,0.158831981,-5.769999981,19.39040579,-1.754940618
1,-110.7242742,41.07733905,0.829119384,0.39506943,-6.28000021,24.14203097,-3.088329387
1,-110.5474855,41.07733905,0.607643783,0.165705892,-6.590000153,27.2844719,-2.126310833
1,-110.3706969,41.07733905,0.667162478,0.217704904,-6.489999771,26.24977719,-2.390544963
1,-110.1939083,41.07733905,-0.054878622,0.06525599,-5.929999828,20.82510963,1.165745743
1,-110.0171197,41.07733905,0.062505178,0.019062971,-5.880000114,20.37126685,0.623166809
1,-109.840331,41.07733905,-0.356817842,0.31068555,-4.639999866,10.71549935,1.824596068
1,-109.6635424,41.07733905,-0.451770842,0.425553659,-4.460000038,9.569457065,2.017998381
1,-109.4867538,41.07733905,-0.211091459,0.169468365,-5.25,15.08121394,1.598683418
1,-109.3099652,41.07733905,0.217688695,0.000292916,-6.300000191,24.33896894,-0.084435068
1,-109.1331766,41.07733905,-0.062301036,0.06910323,-5.71999979,18.95255875,1.144413838
1,-108.9563879,41.07733905,0.172018707,0.000815399,-6.380000114,25.13472083,0.143160132
1,-108.7795993,41.07733905,0.061283227,0.019401891,-6.170000076,23.07316979,0.669076318
1,-108.6028107,41.07733905,0.074643545,0.015858454,-6.110000134,22.50035586,0.597344833
1,-108.4260221,41.07733905,0.055245478,0.021120349,-6.349999905,24.8348115,0.724237459
1,-108.2492335,41.07733905,0.188303635,0.000150559,-6.110000134,22.50035586,0.058203426
1,-108.0724448,41.07733905,0.065694042,0.018192575,-5.610000134,18.00690186,0.572356462
1,-107.8956562,41.07733905,0.010346301,0.036186538,-6.389999866,25.23508742,0.955599528
1,-107.7188676,41.07733905,0.089932144,0.012241598,-6.360000134,24.93458286,0.552484506
1,-107.542079,41.07733905,0.342241257,0.020069641,-6.559999943,26.97196248,-0.735742893
1,-107.3652904,41.07733905,0.787957251,0.345019205,-6.139999866,22.78586055,-2.803847265
1,-107.1885017,41.07733905,1.102438331,0.813359457,-6.119999886,22.59532258,-4.286970877
1,-107.0117131,41.07733905,1.865211248,2.771017512,-7.380000114,36.16162879,-10.01022011
1,-106.8349245,41.07733905,1.744772673,2.384549859,-7.480000019,37.37431842,-9.440388006
1,-106.6581359,41.07733905,1.627081394,2.03492364,-7.400000095,36.40256672,-8.606767312
1,-106.4813473,41.07733905,0.482611299,0.079545096,-6.070000172,22.1224799,-1.326549956
1,-106.3045586,41.07733905,0.627114236,0.181936661,-7.050000191,32.30165003,-2.424222423
1,-106.12777,41.07733905,0.53748703,0.113510459,-7.190000057,33.91261561,-1.961998107
1,-105.9509814,41.07733905,0.028004235,0.029780288,-5.230000019,14.92627593,0.666714933
1,-105.7741928,41.07733905,-0.210350752,0.168859067,-5.010000229,13.27475775,1.497185095
1,-105.5974041,41.07733905,0.183071241,0.000306343,-5.099999905,13.93867707,0.065345358
1,-105.4206155,41.07733905,0.217205912,0.000276624,-4.53000021,10.0074417,-0.052614615
1,-105.2438269,41.07733905,0.331531465,0.017149885,-4.03000021,7.093987621,-0.348799469
1,-105.0670383,41.07733905,-0.172569245,0.139235804,-2.880000114,2.290542955,0.564734974
1,-104.8902497,41.07733905,-0.410980254,0.37399848,-2.210000038,0.711414491,0.515817737
1,-104.713461,41.07733905,-0.479811579,0.462924396,-2.049999952,0.467109124,0.465012052
1,-104.5366724,41.07733905,-0.522898197,0.523411871,-2.059999943,0.480878187,0.50169448
1,-104.3598838,41.07733905,-0.604586959,0.648284004,-2.019999981,0.427001932,0.52613546
1,-104.1830952,41.07733905,-0.600203454,0.641244367,-2.24000001,0.762921675,0.699442082
1,-113.9064693,41.25412767,-0.279449344,0.230422312,-3.829999924,6.06860458,1.182515072
1,-113.7296807,41.25412767,-0.304896027,0.255499844,-3.339999914,3.894519828,0.997521533
1,-113.5528921,41.25412767,-0.093651585,0.086568634,-3.029999971,2.767078673,0.489430508
1,-113.3761035,41.25412767,0.02117423,0.032184241,-3.289999962,3.699674633,0.345066977
1,-113.1993148,41.25412767,0.007571287,0.037250008,-2.869999886,2.260373187,0.290170499
1,-113.0225262,41.25412767,-0.063152842,0.069551793,-2.690000057,1.75153029,0.349030188
1,-112.8457376,41.25412767,-0.134560451,0.112315031,-2.430000067,1.13093427,0.356399941
1,-112.668949,41.25412767,0.082501277,0.013941144,-2.150000095,0.613800112,0.092504462
1,-112.4921604,41.25412767,0.17395331,0.000708656,-2.450000048,1.173872386,0.02884218
1,-112.3153717,41.25412767,0.457677931,0.066102484,-2.420000076,1.109765211,-0.270847258
